Actor,A_Acc,Login_day_count,Logout_day_count,Playtime,playtime_per_day,avg_money,Login_count,ip_count,Max_level,Type
13896,6164664,10,10,18572,1857.2,63.819,41,2,50,Human
13937,6172739,22,22,124599,5663.5909,2763.8934,48,10,49,Human
13945,6230903,12,12,323101,26925.0833,143.3083,17,1,50,Human
13952,6715268,70,71,1895707,26700.0986,24783.0033,505,3,55,Human
13961,6531962,14,15,142207,9480.4667,13731.8646,23,2,51,Human
13976,6321969,61,56,491345,8774.0179,19559.1157,120,1,52,Bot
13990,6528080,26,26,100037,3847.5769,168634.8059,103,6,40,Human
14022,6325785,88,88,3027121,34399.1023,19933.7405,755,18,55,Human
14040,6520553,64,63,1281860,20346.9841,3610.4825,199,41,55,Human
14049,6578979,36,37,267407,7227.2162,3385.8331,105,20,42,Human
14051,6721226,18,19,224483,11814.8947,17933.6833,58,24,50,Human
14081,6477719,16,16,53220,3326.25,2949.7372,25,4,36,Human
14092,6648031,29,29,77718,2679.931,1368.1124,73,4,46,Human
14148,6153566,78,78,448584,5751.0769,15161.0332,313,52,51,Human
14157,2149535,5,4,20669,5167.25,1117.1401,12,1,46,Human
14243,6721212,23,23,247304,10752.3478,30049.2865,126,3,50,Human
14244,6654491,16,16,295651,18478.1875,14945.59,45,2,52,Human
14273,6410926,21,21,65200,3104.7619,9306.9604,39,7,51,Human
14286,2674596,2,3,134661,44887,9264.3091,13,3,46,Human
14346,6262552,57,57,1406566,24676.5965,11650.5658,229,48,55,Human
14354,6301844,26,25,103484,4139.36,2131.656,39,21,51,Human
14369,6527269,80,80,2364061,29550.7625,81738.9749,397,5,55,Human
14372,6521184,19,20,57614,2880.7,4351.9647,32,2,50,Human
14373,2237246,31,31,189741,6120.6774,3733.9447,92,18,51,Human
14405,6714754,38,37,443352,11982.4865,2105.7021,155,4,53,Human
14406,6357823,60,60,2656037,44267.2833,57636.2998,334,2,55,Human
14419,6621742,63,63,1263407,20054.0794,18453.9836,221,2,52,Human
14437,6431576,20,19,92751,4881.6316,7699.0692,31,15,52,Human
14439,6415901,15,15,270040,18002.6667,4617.0021,46,19,53,Human
14494,6691223,71,71,64855,913.4507,3900.214,159,16,50,Human
14568,6293092,9,9,25288,2809.7778,2863.4872,9,9,44,Human
14619,6383837,29,28,132721,4740.0357,4461.9005,41,8,50,Human
14641,6691887,57,53,891914,16828.566,7763.1336,126,24,54,Human
14689,6658772,77,77,1367009,17753.3636,15780.8047,441,28,55,Human
14725,6592929,17,17,32429,1907.5882,8853.2909,32,8,51,Human
14794,6256156,30,30,433051,14435.0333,24743.1073,128,17,50,Human
14796,6709952,10,10,62174,6217.4,2078.6482,16,1,44,Human
14813,5314276,50,50,894966,17899.32,24632.387,202,17,52,Human
14843,6600618,28,31,989242,31911.0323,10404.3055,60,7,50,Human
14961,6593185,69,69,815180,11814.2029,45484.3178,227,1,53,Human
15041,6121469,83,80,1578610,19732.625,128795.5886,255,4,55,Human
15046,6695808,82,80,2460844,30760.55,31219.0563,292,45,55,Human
15054,4471672,7,7,484707,69243.8571,2940.3674,16,3,38,Bot
15060,5814839,44,43,330816,7693.3953,32951.9452,100,19,51,Human
15100,6696256,81,78,1733379,22222.8077,19776.4728,292,3,55,Human
15181,4332195,13,13,88835,6833.4615,49297.9794,32,4,51,Human
15213,6372072,26,26,21253,817.4231,50004.3522,38,8,40,Human
15216,5720930,88,87,7065230,81209.5402,13192.6293,106,2,53,Bot
15353,6679554,15,14,41360,2954.2857,1747.268,20,13,44,Human
15376,5082187,30,30,285293,9509.7667,1288.7057,81,27,50,Human
15378,3490091,86,87,2478078,28483.6552,71126.8464,569,3,55,Human
15397,6721130,42,44,694158,15776.3182,20258.3351,121,21,55,Human
15423,6683905,27,27,14135,523.5185,1508.9784,68,19,30,Human
15493,6320469,19,19,17008,895.1579,4905.4589,31,8,50,Human
15516,6448302,8,8,11373,1421.625,316.8124,16,7,29,Human
15520,6330065,36,33,211615,6412.5758,16327.754,103,15,51,Human
15530,6432382,75,70,1789697,25567.1,19573.5119,300,14,55,Human
15535,6272776,5,5,38201,7640.2,159.2255,8,5,51,Bot
15539,6721593,9,9,190082,21120.2222,8447.2962,16,3,50,Human
15560,6283050,20,20,77083,3854.15,97984.7896,44,2,41,Human
15576,6716988,38,38,188061,4948.9737,56814.959,93,8,48,Human
15584,6106433,52,52,1948763,37476.2115,24118.7922,286,14,55,Human
15586,6302498,1,1,12188,12188,970.3373,0,2,50,Human
15614,6516930,46,46,675458,14683.8696,29322.1707,145,40,53,Human
15633,6681578,44,44,229273,5210.75,97371.4943,162,33,51,Human
15707,6713581,25,25,40399,1615.96,4607.8556,44,5,42,Human
15709,6449155,87,88,1936520,22005.9091,15376.1492,647,21,55,Human
15761,6318038,87,88,2677786,30429.3864,154257.1432,452,11,55,Human
15769,6675065,5,5,24862,4972.4,1508.495,9,6,41,Human
15829,6173092,12,11,105491,9590.0909,4602.6705,15,9,51,Human
15906,6436829,84,84,160633,1912.2976,3109.8055,414,9,49,Human
15926,6714323,40,40,19567,489.175,8756.1505,79,31,51,Human
15928,6187880,22,23,270291,11751.7826,280879.3817,46,2,52,Human
15931,6540980,25,23,529205,23008.913,1237.8779,61,16,53,Human
15938,6214652,50,50,899090,17981.8,51095.4103,131,18,54,Human
15940,6666505,5,4,43869,10967.25,9993.8188,5,4,48,Human
15967,4429337,10,9,43036,4781.7778,2676.5636,12,8,50,Human
15969,6218383,35,36,610192,16949.7778,39276.6647,137,22,49,Human
15983,6494106,18,16,514780,32173.75,26701.3015,30,4,44,Human
15995,6148040,39,39,293207,7518.1282,4879.2577,80,8,45,Human
16035,2577732,26,26,207985,7999.4231,3405.5652,116,17,37,Bot
16044,6577725,2,2,13876,6938,592.5855,3,2,51,Human
16047,6712643,10,10,26821,2682.1,1170.5346,17,10,51,Human
16050,6383530,2,2,10962,5481,1029.5835,2,2,39,Human
16077,6485515,8,8,13396,1674.5,1226.2734,10,5,38,Human
16081,6719948,61,56,1201252,21450.9286,21642.9682,100,13,54,Human
16092,6651859,4,4,13719,3429.75,4945.6331,13,2,51,Human
16119,2183728,34,34,141564,4163.6471,2086.2064,111,5,51,Human
16161,6541355,6,6,435439,72573.1667,6170.564,21,3,41,Bot
16169,6234611,37,36,946644,26295.6667,6339.0053,117,6,47,Human
16180,5075326,64,64,948697,14823.3906,128275.6947,233,17,55,Human
16205,6658918,2,2,15506,7753,16714.4909,4,3,51,Human
16208,3994123,45,46,711770,15473.2609,39084.2405,132,20,55,Human
16214,6588738,14,12,69505,5792.0833,750.1036,23,13,51,Human
16217,4346535,11,12,50586,4215.5,585.0495,17,9,43,Human
16226,6553349,47,46,677488,14728,71677.5007,157,31,52,Bot
16311,6724025,21,21,158727,7558.4286,1292.9869,32,7,37,Human
16351,6726322,3,3,28006,9335.3333,2713.699,3,3,48,Human
16386,6715627,7,7,516756,73822.2857,8323.4185,9,3,50,Bot
16416,6670233,61,61,195503,3204.9672,935.0253,160,7,50,Human
16472,6712397,18,17,234924,13819.0588,40592.1765,35,13,52,Human
16527,3536332,31,33,103748,3143.8788,14193.3339,67,8,50,Human
16579,6381878,80,84,2387198,28419.0238,28423.074,439,43,55,Human
16581,6631611,31,30,66994,2233.1333,1447.7069,46,20,39,Human
16589,6726427,85,85,1688311,19862.4824,9047.438,437,41,55,Human
16643,6508632,60,60,19727,328.7833,16173.0044,120,14,23,Human
16696,6372090,51,51,720903,14135.3529,9030.7644,156,1,53,Human
16697,6689481,12,13,56142,4318.6154,20069.4715,11,10,51,Human
16723,6574794,86,86,2691126,31292.1628,168167.8869,343,35,55,Human
16727,6301425,81,80,6677512,83468.9,54688.7667,142,2,55,Bot
16791,6258582,4,4,18099,4524.75,4769.2066,6,4,51,Human
16793,6360318,2,3,11630,3876.6667,177.6506,4,2,50,Human
16810,6222717,83,82,2430152,29636,14220.0185,357,58,55,Human
16822,6706804,88,86,6717685,78112.6163,28580.1588,168,2,55,Bot
16876,6719617,3,3,25955,8651.6667,62338.7708,11,3,51,Human
16879,6602001,59,60,1156499,19274.9833,8103.9422,124,4,55,Human
16916,6111691,58,59,109344,1853.2881,29961.7486,97,34,50,Human
16917,6221939,42,45,248121,5513.8,8059.6592,97,15,45,Human
16947,3186785,6,6,45081,7513.5,13171.0517,13,7,51,Human
16974,6726707,22,22,19509,886.7727,21946.2161,33,11,50,Human
17046,6497671,26,26,108343,4167.0385,2378.9065,41,8,40,Human
17065,2413825,34,34,589295,17332.2059,115990.062,110,15,54,Human
17070,3995097,73,74,1368249,18489.8514,102992.7255,529,16,55,Bot
17107,6325548,57,58,335642,5786.931,17211.6438,146,10,53,Human
17118,6718298,88,88,227245,2582.3295,303309.9744,1496,6,43,Human
17138,6350445,88,88,2067497,23494.2841,6613.7074,335,23,55,Human
17143,6490540,7,6,37612,6268.6667,1231.967,13,8,50,Human
17174,6585653,51,51,28299,554.8824,2371.6954,103,11,50,Human
17191,2907636,4,4,273367,68341.75,5366.2485,17,2,42,Bot
17208,6711889,23,24,46267,1927.7917,84752.1508,45,7,50,Human
17210,6326393,30,29,64965,2240.1724,12839.3785,65,28,50,Human
17214,5770920,39,39,396463,10165.7179,911.2399,73,12,51,Human
17215,6521024,11,11,24059,2187.1818,9306.1528,12,6,50,Human
17222,3993879,77,77,2185687,28385.5455,75548.5399,855,4,55,Human
17250,6264811,49,45,419418,9320.4,7946.9485,78,57,52,Human
17271,6721481,31,31,149325,4816.9355,5857.4344,112,6,41,Human
17299,6266098,57,55,901652,16393.6727,3012.9613,159,3,53,Human
17304,6725568,82,81,1057632,13057.1852,70702.8163,288,46,55,Human
17309,6604734,13,14,186026,13287.5714,11431.783,15,8,51,Human
17321,6591838,53,51,550398,10792.1176,10766.6385,123,6,53,Human
17447,4482853,32,33,197908,5997.2121,205745.375,103,12,43,Human
17486,3828622,58,57,1086328,19058.386,18471.3743,184,9,52,Human
17488,6584678,4,4,15827,3956.75,12523.7225,11,6,45,Human
17537,6718262,42,42,34647,824.9286,4850.4002,79,6,32,Human
17580,6231841,10,10,618207,61820.7,9092.5363,20,2,50,Bot
17597,6723605,88,88,1437662,16337.0682,12723.7371,363,15,55,Human
17607,6710965,41,40,520531,13013.275,3360.1907,115,24,52,Human
17613,6723838,25,25,97626,3905.04,2301.3728,45,3,35,Human
17616,6357810,13,13,16329,1256.0769,340.8301,25,3,46,Human
17654,4531144,31,31,441233,14233.3226,16772.9298,104,8,50,Human
17662,6595760,61,56,1086299,19398.1964,28016.8264,153,31,55,Human
17679,6425855,44,44,99109,2252.4773,2079.0038,91,9,16,Human
17714,6308811,87,88,2185502,24835.25,57068.5691,655,3,55,Human
17793,6573597,72,72,1702206,23641.75,2865.5897,221,9,49,Human
17795,6699190,26,25,117737,4709.48,32669.6496,61,8,51,Human
17805,6638015,17,18,267135,14840.8333,10352.9712,26,8,54,Human
17810,6598885,87,88,2663624,30268.4545,63403.5065,373,26,55,Human
17831,6424274,81,81,1419357,17522.9259,203206.0243,179,3,55,Human
17844,6625955,8,8,52107,6513.375,253.1631,18,3,37,Human
17895,3847820,68,71,3526503,49669.0563,6988.9711,241,7,55,Human
17899,3948950,10,10,65130,6513,357.2165,13,1,38,Bot
17970,6666761,86,88,2571012,29216.0455,18027.536,421,10,55,Human
17975,6302541,16,16,390934,24433.375,161902.7031,83,6,51,Human
18024,6638579,79,74,986137,13326.1757,111416.2347,144,8,55,Human
18033,6306433,88,88,2626506,29846.6591,65119.0514,524,12,55,Human
18048,6719699,17,17,48932,2878.3529,5744.0006,22,8,38,Human
18126,6439522,6,6,38682,6447,328.9478,8,6,45,Human
18182,6405987,74,74,262359,3545.3919,21534.3216,161,3,36,Human
18241,6714508,43,43,733152,17050.0465,42705.0178,94,25,52,Human
18242,6632555,79,79,461025,5835.7595,57073.0561,506,13,51,Human
18260,6396828,3,3,24186,8062,276.9722,7,4,45,Human
18306,5797735,35,34,914959,26910.5588,49201.8127,93,16,50,Human
18307,6718298,88,88,4642917,52760.4205,283890.5701,1403,6,51,Human
18384,6609896,12,12,35668,2972.3333,1486.1435,15,8,51,Human
18411,6318363,72,74,821542,11101.9189,47640.3922,327,2,53,Human
18531,6382766,87,87,3754258,43152.3908,27471.2991,389,1,55,Human
18539,6605970,22,20,228894,11444.7,72766.8614,59,9,50,Human
18564,6326808,70,70,170841,2440.5857,216120.6722,119,3,32,Human
18577,6563117,50,49,846846,17282.5714,62528.8243,138,4,53,Human
18591,6725084,61,62,1672284,26972.3226,17010.5597,390,39,55,Human
18651,6556398,22,21,201302,9585.8095,8112.3895,31,18,54,Human
18690,6724566,12,13,26636,2048.9231,987.8377,24,11,51,Human
18711,6667550,67,69,1740129,25219.2609,59074.2223,225,31,55,Human
18724,6688768,63,63,15717,249.4762,1213.2039,105,26,10,Human
18755,6728480,81,81,1800709,22230.9753,13214.123,371,43,55,Human
18873,4319952,52,50,833035,16660.7,16676.1912,132,1,53,Human
18932,6725551,86,86,1746227,20304.9651,19479.1341,503,46,55,Human
18975,2054782,79,81,1631170,20137.9012,46562.3693,296,16,55,Human
19010,6499998,88,88,1413787,16065.7614,16035.039,547,65,51,Human
19034,6662558,68,68,549986,8088.0294,27889.8641,239,32,51,Human
19089,6664760,14,14,126250,9017.8571,5034.4931,45,2,42,Human
19122,6209497,17,16,340975,21310.9375,31391.6443,38,13,53,Human
19210,6724449,88,88,2436915,27692.2159,5491.9835,454,37,55,Human
19217,6269840,84,79,1267598,16045.5443,16946.0545,214,11,55,Human
19231,6710658,65,65,687088,10570.5846,25506.3487,190,4,53,Human
19236,4274703,53,52,909396,17488.3846,55293.207,176,21,51,Human
19333,6374559,49,42,572049,13620.2143,40779.104,91,1,54,Human
19362,6725876,8,8,24672,3084,158.4353,13,1,42,Human
19381,6661151,80,82,928146,11318.8537,21616.6784,363,24,55,Human
19397,6493480,64,64,1071634,16744.2813,50348.8294,279,16,55,Human
19418,6701128,23,23,25343,1101.8696,8481.2626,32,11,51,Human
19424,6126968,26,24,577490,24062.0833,31377.6391,40,20,55,Human
19500,6724986,80,80,1731118,21638.975,71476.8526,324,25,55,Human
19530,6598997,82,80,2413025,30162.8125,15357.3389,479,20,55,Human
19615,5055258,12,12,724898,60408.1667,7469.7412,139,14,50,Bot
19629,6145845,53,52,484254,9312.5769,11482.5875,104,39,52,Human
19651,6641394,7,8,106388,13298.5,85229.3712,12,1,50,Human
19682,6730336,59,59,67558,1145.0508,2393.4149,149,34,30,Human
19744,6705537,27,27,130011,4815.2222,17439.5874,47,27,48,Human
19756,6451426,88,87,4446460,51108.7356,53344.8286,674,6,55,Human
19762,6552941,86,86,2707896,31487.1628,5173.7599,528,1,55,Human
19772,6267114,3,3,17250,5750,55.4975,2,2,32,Human
19774,6303707,7,7,20011,2858.7143,20829.6547,11,6,42,Human
19812,6580072,88,87,2577872,29630.7126,6403.8812,506,26,55,Human
19847,6592670,80,80,1492413,18655.1625,6922.739,245,4,55,Human
19945,6519056,29,29,291471,10050.7241,5366.1961,85,25,51,Human
19955,6567359,37,37,254001,6864.8919,11897.0301,104,14,50,Human
19973,6650406,79,79,629809,7972.2658,60550.4535,428,1,52,Human
19974,3280805,24,26,312684,12026.3077,56631.0247,48,6,52,Human
20024,6719427,52,50,584022,11680.44,9436.8998,173,13,52,Human
20030,6559412,68,69,3707495,53731.8116,13530.9565,357,31,53,Human
20060,6493741,51,52,49087,943.9808,2540.8494,81,10,41,Human
20071,6710456,87,86,1978022,23000.2558,266328.3796,503,13,55,Human
20082,6275550,43,41,506399,12351.1951,12195.7298,59,7,51,Human
20087,6496869,2,2,16156,8078,11216.7235,2,2,43,Human
20123,6385792,55,51,883489,17323.3137,8772.0779,171,18,51,Human
20137,6728480,32,31,31086,1002.7742,350.5381,42,15,20,Human
20152,6730336,35,35,27746,792.7429,2378.5976,64,20,14,Human
20198,6668992,18,18,24874,1381.8889,17047.0991,20,9,51,Human
20239,6275891,14,14,36508,2607.7143,4568.8528,21,9,51,Human
20284,6601446,69,67,1203676,17965.3134,18552.9498,387,26,53,Human
20316,6401360,41,42,905912,21569.3333,30655.1958,170,26,54,Human
20367,6271918,21,21,542687,25842.2381,21488.1356,53,13,48,Human
20373,6146494,88,88,2906388,33027.1364,8685.743,686,53,55,Human
20411,6362306,39,40,759623,18990.575,97416.3646,77,28,55,Human
20416,6385646,7,7,479932,68561.7143,20906.9409,21,2,40,Bot
20476,6657758,8,8,533137,66642.125,6775.3456,23,4,41,Bot
20483,6209238,85,81,1478480,18252.8395,12383.0728,166,10,55,Human
20494,6726398,16,16,39679,2479.9375,2603.6107,31,10,38,Human
20510,6666058,49,47,675046,14362.6809,60683.2661,173,1,52,Human
20519,6607123,37,38,1005517,26460.9737,44013.349,284,12,51,Human
20520,3063577,81,80,1670942,20886.775,19571.7203,400,28,55,Human
20527,6134100,63,63,1114271,17686.8413,15036.6553,290,35,53,Human
20535,4352966,13,13,139733,10748.6923,6929.0804,49,4,40,Human
20566,6291326,22,22,204390,9290.4545,10501.6114,71,4,50,Human
20571,6491931,77,78,1546784,19830.5641,161890.9072,271,16,55,Human
20577,4448460,56,53,1101780,20788.3019,10167.8939,130,2,55,Human
20578,6589025,21,21,239298,11395.1429,53122.0041,55,9,50,Human
20584,3999942,62,61,978205,16036.1475,32890.3402,181,30,55,Human
20599,6698742,34,35,178108,5088.8,18113.9656,68,1,47,Human
20624,6728887,6,7,11667,1666.7143,1308.204,12,3,50,Human
20627,6478635,27,27,84717,3137.6667,10874.5811,64,11,51,Human
20678,6714779,78,77,1202974,15623.039,23812.1416,546,28,55,Human
20718,4531130,7,7,25462,3637.4286,899.9566,8,2,50,Human
20730,6694747,78,78,488847,6267.2692,13220.9327,258,2,53,Human
20759,6670752,29,29,1292198,44558.5517,4873.1351,47,9,50,Human
20814,6398113,57,60,243748,4062.4667,55213.6793,166,51,51,Human
20835,6725876,20,19,242964,12787.5789,1225.753,42,1,52,Human
20883,6287903,40,39,700513,17961.8718,127716.753,113,7,53,Human
20895,6335344,66,64,694235,10847.4219,45139.0904,162,8,42,Human
20915,6729122,45,45,538101,11957.8,8342.1745,114,21,48,Human
20921,6726050,6,6,30528,5088,19491.9827,16,5,51,Human
20946,6728553,61,58,923025,15914.2241,30420.2004,162,32,53,Human
20970,6504335,60,57,751594,13185.8596,231315.5791,148,6,52,Human
20992,6583321,78,78,3007530,38558.0769,10553.7754,342,27,55,Human
21008,6697449,79,79,231816,2934.3797,94178.375,226,2,39,Human
21009,6564067,1,1,11215,11215,9007.3847,1,1,51,Human
21053,3978153,56,59,611980,10372.5424,23012.9935,85,9,54,Human
21083,4195119,17,17,28412,1671.2941,4068.6519,25,5,50,Human
21162,6730267,39,42,478937,11403.2619,1944.2673,104,21,48,Human
21240,6328579,76,76,38517,506.8026,627583.5131,268,4,25,Human
21266,6693221,7,7,30993,4427.5714,36388.1908,12,4,51,Human
21292,6336134,4,3,23122,7707.3333,1116.3819,4,3,50,Human
21315,6430518,6,7,490307,70043.8571,453.047,13,2,50,Bot
21320,6441068,32,32,127342,3979.4375,41323.3284,56,7,51,Human
21353,6662210,37,38,945282,24875.8421,3163.6434,74,16,51,Human
21409,6624750,75,73,735238,10071.7534,4421.1673,211,49,53,Human
21477,6645455,86,86,1035666,12042.6279,29510.2431,785,8,50,Human
21478,6651993,8,9,606129,67347.6667,8633.3634,30,7,40,Bot
21533,6645261,88,87,3404850,39136.2069,61656.8474,826,8,50,Human
21587,6393168,11,11,21692,1972,16295.8393,24,3,50,Human
21588,6666157,60,60,184552,3075.8667,9132.9614,151,15,36,Human
21602,6168371,16,16,27987,1749.1875,13725.8086,28,5,51,Human
21608,6721513,4,4,20298,5074.5,6033.2526,5,5,42,Human
21640,6168371,46,45,220381,4897.3556,28307.3834,93,13,51,Human
21652,6716434,7,7,19880,2840,1359.6007,12,6,50,Human
21671,6351493,62,62,1022476,16491.5484,14465.1884,262,44,55,Human
21709,6718886,64,64,28136,439.625,27583.9406,88,3,35,Human
21716,6425508,51,51,485792,9525.3333,37714.643,88,15,54,Human
21726,6394784,80,74,6294177,85056.4459,9962.3297,99,2,55,Bot
21742,4033537,38,37,73767,1993.7027,1407.2571,58,16,52,Human
21766,6543085,4,4,25623,6405.75,7708.2895,4,3,50,Human
21820,6551424,41,40,204570,5114.25,520.4019,61,21,41,Human
21824,6295734,10,10,268275,26827.5,33986.268,26,1,52,Human
21825,6252773,17,16,142897,8931.0625,4874.379,22,11,52,Human
21826,6697851,2,2,28401,14200.5,7.79,2,2,50,Human
21835,6163078,61,57,478620,8396.8421,58169.3655,139,57,55,Human
21855,6433841,86,84,1594804,18985.7619,6142.4784,371,28,55,Human
21865,3922706,82,80,2805103,35063.7875,37074.1198,291,26,55,Human
21884,6695562,85,84,2099157,24989.9643,56867.4006,589,13,55,Human
21893,4201722,64,68,1097716,16142.8824,13827.3881,169,4,55,Human
21903,2393611,18,18,78613,4367.3889,47842.9746,26,4,51,Human
21907,6727284,79,76,1500558,19744.1842,5352.1483,157,5,55,Human
21929,6435673,67,69,693578,10051.8551,3349.478,180,30,52,Human
21933,6732804,88,88,1877911,21339.8977,409320.0061,407,46,55,Bot
21935,6416438,67,67,1626253,24272.4328,36467.5089,169,6,55,Human
21962,6374933,6,6,75241,12540.1667,1183.2689,9,4,40,Human
21972,6344093,86,87,2516966,28930.6437,38886.1429,466,12,54,Human
22006,6698373,10,10,636723,63672.3,5945.8866,45,4,42,Bot
22019,6728442,9,9,37667,4185.2222,32.2604,10,5,33,Human
22040,6326480,84,82,2107029,25695.4756,814111.3283,210,7,55,Human
22071,6515098,67,68,813613,11964.8971,10981.8395,145,4,55,Human
22081,6699225,87,86,1438107,16722.1744,171642.1329,290,20,55,Human
22084,6716260,6,6,24808,4134.6667,157.4565,10,4,51,Human
22093,4474942,13,13,191795,14753.4615,3719.6624,52,4,50,Human
22102,6671981,80,79,1273318,16117.9494,141685.4648,244,26,55,Human
22131,6578172,9,9,611797,67977.4444,4045.7874,33,5,46,Bot
22147,6585816,77,77,1466062,19039.7662,98179.8462,281,2,55,Human
22184,6363573,63,62,410953,6628.2742,60685.1669,182,46,52,Human
22204,6189004,65,65,2055918,31629.5077,10852.1317,253,12,55,Human
22244,15272,49,48,609396,12695.75,155531.0071,147,6,55,Human
22261,6665052,88,88,1985981,22567.9659,14661.9215,486,6,55,Human
22300,6222699,3,3,11656,3885.3333,4892.812,3,3,49,Human
22344,6361889,8,8,11881,1485.125,200405.0583,19,7,44,Human
22351,6576255,3,2,23630,11815,2665.0156,6,3,48,Human
22371,6733548,76,75,1831498,24419.9733,85861.9388,389,39,55,Human
22379,3703998,47,47,40641,864.7021,28931.4693,89,2,51,Human
22382,6685559,14,14,80522,5751.5714,1841.3114,21,5,51,Human
22402,6733801,34,35,182599,5217.1143,8615.201,79,23,51,Human
22434,6310412,22,22,58510,2659.5455,2500.2515,35,4,41,Human
22441,6250806,79,80,1980461,24755.7625,11015.3568,409,36,55,Human
22452,6450573,37,37,158576,4285.8378,2718.1063,93,22,50,Human
