Actor,A_Acc,Social_diversity,Type
26863,6725578,1.305,Human
26891,6666248,0.7066,Human
26963,6784756,0,Human
26983,6693843,0.7431,Human
26996,5801382,0.8487,Bot
27010,6724756,1.3748,Human
27050,6670884,1.4066,Human
27195,6586371,1.3385,Human
27298,2990299,1.1311,Human
27319,6741051,1.1816,Human
27402,6656581,1.2447,Human
27424,4058741,1.0746,Human
27433,6688768,1.0832,Human
27445,6632555,0.4819,Human
27491,6720008,1.1764,Human
27628,6614078,0.3046,Human
27639,6614078,0.8665,Human
27650,6726397,0.6931,Human
27651,6779545,0.9467,Human
27653,6762046,1.2633,Bot
27663,6678514,1.1374,Human
27668,5823503,0,Human
27680,4973253,1.1029,Human
27701,6346735,0.8919,Human
27703,6684526,0.824,Human
27719,6103144,0.6931,Human
27733,6369643,1.1569,Human
27734,6676258,1.2896,Human
27748,6641727,1.3162,Human
27758,6334948,1.2314,Human
27789,6813097,0.751,Human
27791,6575446,0.6931,Human
27810,6734786,1.3213,Human
27821,6606604,0.7356,Human
27843,6696199,0,Human
27877,6120916,0.8218,Human
27895,6818018,0.6931,Human
27905,6385406,0.2568,Human
27977,6456877,0.8994,Human
27994,3604226,1.0564,Human
28014,6367023,0.4362,Human
28045,6346630,1.1735,Human
28052,6521305,1.3738,Human
28059,6678514,0.9286,Human
28068,6619818,0.9746,Human
28076,23281,1.2718,Human
28083,6817974,1.0709,Human
28086,6688928,0,Human
28116,6588659,0.6365,Human
28123,6494435,1.1274,Human
28139,5502629,0.8762,Human
28144,6586203,1.462,Human
28156,6590134,1.3637,Human
28213,6383626,0,Bot
28238,6819602,0.9624,Bot
28270,6277195,0.854,Human
28339,6638096,0.2538,Human
28370,6458320,0.7369,Human
28400,6748045,0.9701,Human
28403,6660885,1.0562,Human
28417,6764566,0,Human
28464,6365362,0.5182,Human
28474,6533247,1.2115,Human
28480,6342114,1.3232,Human
28517,6413646,0.5623,Human
28525,6126596,0.6931,Human
28531,6275891,0,Human
28630,6117436,1.2173,Human
28669,6333856,0.8676,Human
28708,6692353,0.3706,Human
28713,6726859,1.0647,Human
28717,3779320,1.1376,Human
28725,6614705,0.9503,Human
28752,6596509,1.3618,Human
28758,6193894,1.0765,Human
28770,6679899,0.2036,Human
28773,6156324,0.6365,Bot
28791,6384345,0.6365,Human
28793,6233618,1.2595,Human
28827,6335272,1.0482,Human
28842,6702703,0.7577,Human
28851,6621072,1.3898,Human
28864,6719412,0.9184,Human
28875,6849018,1.2272,Human
28917,6541231,0,Human
28926,6365453,1.0444,Human
28935,6777164,1.1294,Human
28942,6633352,1.1059,Human
28960,6840536,0.6837,Human
28970,6732142,0.2531,Human
28979,6388541,1.1388,Human
28995,6693226,0,Human
29012,6320469,1.212,Human
29042,6734959,0,Human
29048,2025445,0.7564,Human
29063,6814730,0.6656,Human
29113,6644850,0.6365,Human
29116,6262861,1.0733,Human
29127,6291099,1.3378,Human
29129,6481533,0.2868,Human
29133,6678872,1.1684,Human
29140,6831432,1.0711,Human
29142,6475781,0.7768,Human
29155,6249508,1.2201,Human
29161,6169681,1.0362,Human
29164,6576306,0,Human
29165,5880044,1.5302,Human
29173,6273356,1.2046,Human
29200,6477850,1.206,Human
29217,6354954,1.4211,Human
29272,6354793,1.1193,Human
29291,6383663,0,Human
29300,6767136,1.1036,Human
29350,6696206,1.3441,Human
29377,6700448,1.2004,Human
29388,6136221,1.2103,Human
29441,6724730,0.6931,Bot
29451,6516440,0.687,Human
29472,6850493,1.2834,Human
29576,6792504,1.1934,Human
29604,6855277,1.5483,Human
29618,6665887,0,Human
29633,6598187,1.3514,Human
29650,6279218,0.9344,Human
29653,6225096,1.0275,Human
29654,6372399,0.2021,Human
29659,4021454,0.8763,Human
29681,6647502,1.0111,Human
29737,6808620,0.6248,Human
29738,6697267,1.153,Human
29749,6858693,0.9974,Human
29754,6578537,0.446,Human
29761,5816660,1.0986,Bot
29815,6592683,0.6002,Human
29825,6454570,0.9076,Human
29867,6838179,0.9998,Human
29882,6416653,1.1337,Human
29885,6829719,1.0665,Human
29893,6512221,0.9396,Human
29902,6224342,1.2384,Human
29908,6727818,0,Human
29910,6699023,1.2661,Human
29942,6712697,0.2671,Human
29943,6821728,0.4816,Human
29958,3046046,0.818,Human
29959,2974262,1.2275,Human
29960,6323706,1.133,Human
29974,6819162,1.3593,Human
30051,6861215,0.9949,Human
30063,6593274,0,Bot
30095,6297317,1.0948,Human
30097,6714624,1.1359,Human
30144,6724376,0,Human
30205,6705271,0.9321,Human
30217,6503336,1.1049,Human
30223,6607581,1.2634,Human
30231,6863632,1.6606,Human
30299,6376331,0.4101,Human
30307,6864971,1.4256,Human
30312,6586165,0,Human
30321,6472330,1.0114,Human
30324,6155653,0.9331,Human
30332,4562330,1.069,Human
30333,6852467,1.1928,Human
30336,6805631,0.4506,Human
30395,6721101,0.8932,Human
30397,4892705,1.1833,Human
30405,6382591,1.1256,Human
30430,6390025,1.1526,Human
30472,6650707,1.2118,Human
30474,6502447,0.4101,Human
30495,6867202,0.9337,Human
30516,6375030,1.035,Human
30556,6602572,1.0353,Human
30583,6395502,0.9503,Human
30584,6866598,1.0751,Human
30590,6660191,0.6005,Human
30594,6728627,0.4293,Human
30696,6118080,0.3768,Human
30737,6544558,1.2064,Human
30740,6777279,0.8412,Human
30756,6545090,0.9558,Human
30776,6752047,1.0213,Human
30796,6610443,0.7743,Human
30799,6766591,1.2445,Human
30814,6447884,0,Bot
30823,6389046,1.0872,Human
30833,4344112,1.3808,Human
30834,6172314,0,Human
30867,6859139,0.7832,Human
30916,6703330,1.2546,Human
30951,6725233,0.8095,Bot
30954,6870593,1.3128,Human
31077,6332540,0.8895,Human
31107,6747417,0.3768,Bot
31116,6561941,0.914,Human
31162,6699448,0,Human
31171,6875948,0.167,Bot
31175,3024299,1.3055,Human
31190,3866078,1.1649,Human
31195,6389957,0.4279,Human
31209,6576668,0.7652,Human
31282,6779730,1.1749,Human
31335,6686919,0.3251,Human
31346,6611212,0,Human
31359,6351732,0.7873,Human
31362,6746669,0.8676,Human
31386,4007363,1.337,Human
31430,6879539,1.4297,Human
31460,6716151,0.5683,Human
31464,6862095,0.673,Human
31498,6415145,0,Human
31561,6620960,1.2569,Human
31607,6428458,1.2817,Human
31612,6706328,1.3275,Human
31626,6797952,0.8793,Human
31636,6652943,0.9557,Bot
31673,6474449,0.9379,Human
31683,6575205,0.8876,Human
31694,6876556,0.8888,Human
31705,4119788,0,Human
31712,6607993,0.7963,Human
31740,6297755,0,Human
31770,6664651,1.0597,Human
31774,6421997,0.9331,Human
31860,6878302,0.6019,Human
31924,6876780,1.4024,Human
31971,6377083,0.8832,Human
32037,6773448,0,Human
32058,3730243,1.0397,Human
32106,6505759,1.0174,Human
32108,6693273,0.7012,Human
32118,6880648,0.9206,Human
32224,6880195,1.5774,Human
32263,6795359,0.2799,Human
32286,6487796,0,Human
32290,6692635,0.3251,Human
32353,6776650,1.2911,Human
32433,6881070,0.8305,Human
32504,6880121,0.9529,Human
32509,6203424,0,Human
32536,6836551,1.3219,Human
32548,6109473,0,Bot
32549,6346206,0.3768,Human
32584,6878720,0.5004,Human
32646,6707507,0,Human
32669,6379639,0.8384,Human
32768,6773496,0.6172,Human
32855,6756396,0.1679,Human
32857,6380003,1.2956,Human
32928,6518914,0.8676,Human
32947,6178245,0.5602,Human
32963,4036617,0.6547,Human
32968,6872439,1.2912,Human
32998,6372399,0.3601,Human
33023,6881671,1.3007,Human
33030,6551918,1.2873,Human
33045,6821396,0.7029,Human
33104,6336341,0.9065,Human
33147,6881252,0.4422,Human
33165,6347975,1.1103,Human
33189,6878215,0,Human
33199,6880469,1.4021,Human
33210,6858925,0.6853,Human
33216,3009848,0.6365,Human
33252,6551630,1.2758,Human
33345,6617702,0.4851,Human
33347,6754624,0.6365,Bot
33417,6637490,1.2648,Human
33454,6719265,0.7489,Human
33501,6662082,1.0534,Human
33568,6725544,1.2744,Human
33626,6882777,0.5898,Human
33659,6274216,1.3084,Human
33767,6707785,0.0714,Bot
33776,6679078,1.2007,Human
33788,6845210,0.3084,Human
33879,6789542,1.0959,Human
33884,6764064,1.1546,Human
33889,6826867,1.2365,Human
33912,3076317,0,Human
33969,6871472,1.0835,Human
33990,6773759,0,Bot
34036,6666370,0.9188,Human
34100,6267597,1.1622,Bot
34141,6787355,1.0046,Human
34152,6821220,0,Human
34227,6879611,1.0181,Human
34250,6681369,0.6365,Human
34258,4087946,1.0413,Human
34261,6501009,0,Human
34286,6883890,1.0475,Human
34305,6883905,0,Human
34331,6881292,1.1061,Human
34344,6881978,1.1259,Human
34429,6883868,1.1885,Human
34444,6651000,1.2765,Human
34451,6883701,1.0986,Human
34455,6796935,0.2551,Human
34490,6807916,1.3876,Human
34539,6691732,1.4271,Human
34604,6786827,0.3028,Human
34648,6479757,0,Human
34658,6465535,1.3273,Human
34672,6789067,1.1222,Human
34679,6716862,0.9535,Human
34696,6587956,1.0302,Human
34704,6675802,1.2968,Bot
34715,6639200,0.95,Human
34753,6883224,0.708,Human
34757,6846292,0.8204,Human
34764,6825396,1.2057,Human
34814,6711131,0.8349,Human
35030,6884258,0.898,Human
35091,6885198,0,Bot
35145,2757370,0,Bot
35146,6883773,1.0215,Human
35162,6880047,1.0438,Human
35258,6878566,1.1249,Human
35262,6883661,0,Human
35309,6812845,0.824,Human
35342,6453028,0.6244,Human
35362,6885147,0.7331,Human
35424,6672803,0.699,Human
35442,6884973,1.1445,Human
35522,6885249,0.7493,Human
35532,6885582,0,Human
35571,6274101,0.2879,Human
35632,6757953,0,Human
35645,6501358,1.1521,Human
35665,4695795,1.1946,Human
35689,6782924,0.9967,Bot
35704,5847298,0.7608,Bot
35715,6710717,1.076,Human
35822,6771208,0.5865,Human
35876,6886692,0.8293,Human
35906,6882788,0.673,Human
35918,6879622,0,Human
35923,6271807,1.2542,Human
36073,6704061,0.933,Human
36148,6311340,1.1007,Human
36194,6447816,1.1971,Human
36242,6285296,1.0905,Human
36301,6451034,1.3042,Human
36326,6431478,1.3547,Human
36336,3175279,1.4091,Human
36432,6510478,0.5455,Human
36441,6688019,0.4101,Human
36459,6837789,0.1154,Human
36519,5229742,1.5279,Human
36591,6742353,0.8732,Human
36594,6803736,1.2688,Human
36685,6497263,1.0908,Human
36696,6534367,0.5196,Human
36762,6741596,1.001,Human
36897,2118178,0.9568,Human
36900,6640860,0,Human
36905,6713443,1.5352,Human
36918,6820978,1.2985,Human
36956,6848626,1.4751,Human
36979,6733900,0,Human
36981,6263410,0.5979,Human
36992,6429005,1.0397,Bot
37074,6783936,0.7117,Human
37100,6889300,1.3863,Human
37116,6741479,0.7117,Human
37196,6353078,0.6365,Human
37201,6367976,0,Human
37212,6891612,0.5799,Human
37310,6219555,1.3209,Human
37380,6302541,0.5623,Human
37436,6668201,0.746,Bot
37447,6498110,1.0578,Human
37455,6716756,1.0225,Human
37529,6748818,0,Bot
37537,6892793,1.1879,Human
37553,6772219,1.1937,Human
37560,6696569,0.6365,Human
37573,6639529,0.8114,Bot
37610,6563228,1.2913,Human
37659,6598571,1.2152,Human
37675,6736096,0.5991,Human
37701,6669498,0.3251,Human
37753,6612851,0.5877,Human
37802,6634700,0.6699,Human
37808,6853604,1.0906,Human
37809,6710212,0.9261,Human
37812,6613666,0.29,Human
37829,6791953,1.0757,Human
37844,6370714,0.6786,Human
37871,6675878,0.6905,Human
37919,6781101,1.2829,Human
37925,6759907,1.2833,Human
37958,6752997,1.3138,Human
37960,6801274,1.2451,Human
37963,6669204,1.565,Human
37977,6695011,0.6283,Human
38000,5580233,0.6523,Human
38006,6304691,1.0263,Human
38013,6796098,1.1204,Human
38032,6374543,1.1579,Human
38039,6894913,1.1823,Human
38046,6787549,1.1043,Human
38048,6690010,0.6931,Human
38061,6434998,0.3251,Human
38080,6807273,1.0709,Human
38133,6746473,0,Human
38176,6740166,0.9369,Human
38177,6724729,0.9553,Human
38178,4892742,1.2118,Human
38181,6657092,0,Bot
38221,6772480,0.5959,Human
38263,6356357,0,Human
38290,6661818,0,Human
38297,6367976,0.8579,Human
38329,6668201,1.1054,Bot
38353,6812407,1.3163,Human
38357,6686378,0,Human
38374,6135689,0.525,Human
38396,6741881,0.7356,Human
38412,6453302,1.0337,Human
38463,6640273,0,Human
38498,6153210,0.8865,Human
38552,6134002,1.0986,Human
38593,6201540,1.1235,Human
38602,6893287,0.5627,Human
38657,6883228,1.0814,Human
38716,6894816,1.2377,Human
38766,6601065,0,Human
38781,4822380,0,Human
38796,6900224,1.0101,Human
38798,6663847,0.6399,Human
38825,6816085,0.5707,Human
38884,6706514,1.2378,Human
38891,6900226,0,Human
38906,6832744,0.9311,Human
38920,6180763,1.2343,Human
38935,6742110,1.01,Human
38949,6728665,1.0575,Human
38955,6663119,0.4506,Bot
39029,6415585,1.1896,Human
39037,6900673,0.9372,Human
39101,6684150,0.9567,Human
39115,6869668,1.2882,Human
39171,6738416,1.3344,Human
39226,6668922,1.3013,Human
39274,6253340,1.1132,Human
39292,6869283,1.2113,Human
39294,6902378,0.6775,Bot
39305,6901732,0.4013,Human
39325,6902706,1.0462,Human
39359,6545074,1.2965,Human
39423,6496645,1.5124,Human
39439,6714744,1.0999,Human
39444,6568117,0,Human
39445,6741636,0.9561,Human
39500,6286029,1.1774,Human
39527,6902969,1.153,Human
39530,6303502,0.9372,Human
39532,6290821,0.8157,Human
39604,6111622,1.3847,Human
39607,6813577,0.9992,Human
39631,6891770,1.1535,Human
39639,6781371,0.9689,Human
39647,6853192,1.0634,Human
39679,6311209,1.2266,Human
39693,6904738,1.0042,Human
39694,6771849,1.091,Human
39710,6510724,0.9289,Human
39712,4982421,1.0161,Human
39723,6670397,1.0862,Human
39725,6766724,0.7242,Human
39738,6613735,0.852,Human
39763,6680296,0,Human
39778,6815177,1.5878,Human
39780,6557701,0.5196,Human
39806,4822381,0,Human
39825,2926302,0.9081,Human
39892,6666823,1.1839,Human
39893,6905914,0.3046,Bot
39895,6126149,0.9174,Human
39928,6684676,0.5781,Human
39954,6907238,1.2795,Bot
39968,6485635,0,Human
39969,6153512,1.0484,Human
39990,3375074,0.6931,Human
40010,6577725,0.6365,Human
40030,6670784,1.1246,Human
40031,6871854,0.7874,Human
40082,6752704,0.727,Human
40084,5271627,1.1765,Human
40111,6131949,1.2144,Human
40140,6776390,0.9795,Human
40150,6727272,0,Human
40161,6907656,0,Human
40166,6798282,0.4661,Human
40206,6862090,1.1058,Human
40224,6777657,0.0679,Human
40230,6571074,0.4506,Human
40268,6424562,0.7831,Human
40287,6697720,1.0146,Human
40314,6846756,1.1341,Human
40316,6554442,0.9369,Human
40337,6161060,0.1013,Human
40355,6152715,0.1584,Human
40356,6776545,0.9189,Human
40372,6470637,0,Bot
40389,6198062,1.1498,Human
40405,6750215,1.4306,Bot
40417,6319550,0.6931,Human
40449,3956002,0.8405,Human
40476,6625049,0.3622,Human
40488,6912753,0.9327,Human
40491,6908892,1.1969,Human
40515,6674317,1.1412,Human
40518,6677223,0.6478,Human
40565,4307489,0.537,Human
40582,6745212,1.1152,Human
40621,6663702,0.9194,Human
40633,6741545,0,Human
40656,6295709,0,Human
40695,6454641,0.8844,Human
40727,4067481,0.9421,Bot
40742,6805219,1.0098,Human
40768,4089948,0.292,Human
40789,6757188,0.923,Human
40810,6219551,1.0646,Human
40851,4250790,1.1341,Human
40880,6804898,0.4209,Human
40942,6818650,0.6931,Human
40966,6918369,1.4978,Human
40973,6746669,0.5623,Human
40985,3133952,1.1615,Human
41014,6889628,1.1841,Human
41022,6343984,0,Bot
41119,6247887,1.1319,Human
41151,6535209,1.2536,Human
41226,6810098,0,Human
41242,6691322,0,Bot
41273,6684804,0.9821,Human
41307,5165278,1.1437,Human
41313,6701445,0.9791,Human
41329,6551084,0.4506,Human
41345,6723459,0.4826,Bot
41349,6229814,0.691,Human
41370,6683466,0.9055,Human
41387,6650544,0,Human
41426,6545201,1.0247,Human
41462,6545151,1.1932,Human
41472,6322147,1.3163,Human
41474,6647210,0.9911,Human
41475,6497844,1.4441,Human
41488,6905223,0,Bot
41493,6692548,0.8033,Bot
41500,3993771,1.3192,Human
41501,6601066,0,Human
41512,4226601,0.7348,Human
41516,6119272,0.9771,Human
41532,6697409,0,Human
41543,6682692,0.5844,Human
41555,6682692,0.7175,Human
41569,6504636,0.5623,Human
41611,5823503,0,Human
41615,6411821,0.441,Human
41652,6758696,0.9709,Human
41688,2098277,0.5623,Human
41700,6294631,1.1414,Human
41714,6649392,1.2879,Human
41726,6931365,1.2375,Human
41781,6949934,0.5091,Human
41798,6747165,1.321,Human
41825,3788919,0.8852,Human
41847,6635687,0.9349,Human
41854,2107893,0.5989,Human
41875,6449293,1.3461,Human
41879,6692916,0.536,Human
41893,6375603,1.5297,Human
41901,6678107,1.2968,Human
41917,6938482,0.8031,Human
41920,6186857,1.0701,Human
41923,6729147,0.4868,Human
41956,6176286,0.9748,Human
41985,6949736,1.0477,Human
41996,2938818,0.9431,Human
42045,6383663,0.8209,Human
42063,6369643,1.4708,Human
42106,6946007,1.2184,Human
42132,6687625,0,Human
42170,6567225,1.5813,Human
42193,6642570,0,Human
42198,6686337,0.5944,Human
42228,6497253,0.9916,Human
42264,4216980,0,Human
42279,6386517,0,Human
42280,6783633,1.2099,Human
42294,6307268,0.6365,Human
42297,6842627,1.0872,Human
42327,6738606,0.7437,Human
42329,6955371,0.6713,Human
42340,6282285,0.7331,Human
42427,6567393,1.5319,Human
42430,6851021,0.9292,Human
42440,6912593,1.243,Human
42458,6377767,1.3281,Human
42482,6813097,0.1926,Human
42494,3741457,0.8376,Human
42529,6331313,0.9743,Human
42537,6811147,0.6699,Human
42540,6671512,1.1531,Human
42543,6936628,1.0601,Human
42578,6942871,0,Human
42621,6754391,0.7391,Human
42741,6402816,0.6936,Human
42814,2938377,1.0068,Human
42871,6199713,0.9089,Human
43011,6511509,0,Human
43020,6935504,0.7136,Human
43118,6677768,1.461,Human
43149,6318666,0.5105,Human
43213,6927780,1.4159,Human
43223,6640018,1.4347,Human
43268,6963734,0.9431,Human
43290,6964020,1.1992,Human
43296,6737904,1.1438,Human
43349,6186582,1.1349,Human
43358,6863964,1.2161,Human
43406,6941596,1.2123,Human
43417,6497064,1.0735,Human
43461,6505695,0.4928,Human
43470,6504389,1.0311,Human
43493,6966080,0.9003,Human
43506,3001124,1.2822,Human
43535,6965123,0.9422,Human
43631,6968019,0.9518,Human
43652,6346326,1.0095,Human
43653,6933176,0.9769,Human
43672,6909139,0.6657,Human
43721,6140651,0.8978,Human
43727,6595742,1.2327,Human
43735,6587778,0.2042,Human
43765,5229742,1.2169,Human
43785,6545003,1.4244,Human
43787,6970690,0.7902,Human
43796,6543032,1.2514,Human
43838,6970879,0.8689,Human
43839,6794848,0.3699,Human
43840,6624132,0.9348,Human
43847,6957115,0.4702,Human
43850,6946010,1.2845,Human
43881,6709926,0,Human
43885,6872048,1.1083,Human
43917,4121185,0.5004,Human
43919,6286730,0.9154,Human
43926,6288375,0.6365,Human
43940,6849129,0.6893,Human
43957,6304263,0.925,Human
43973,6632744,1.4022,Human
43975,6615129,0.6365,Human
43990,4052031,0.7718,Bot
43991,6958856,1.0593,Human
44013,6629277,0.9983,Human
44102,3990899,0.5786,Human
44111,6964872,0.8227,Human
44136,6554953,0.6647,Human
44158,6815592,0.8693,Human
44168,6976414,0.7446,Human
44177,6975557,1.1035,Human
44189,6307261,0.5402,Human
44208,6972298,0.3141,Human
44254,6960821,1.0662,Human
44262,6709105,1.1953,Human
44265,6959451,0.2762,Human
44266,4640027,1.0429,Human
44269,6317835,0.7851,Human
44279,6913777,0.6109,Human
44283,6764801,0.7963,Human
44318,6797255,1.111,Human
44329,6817970,0.5623,Bot
44335,6577916,0.606,Human
44351,2217406,1.3929,Bot
44399,6289822,0.9566,Human
44406,6817682,0.8305,Human
44419,6568981,0.8075,Human
44475,4933223,0,Human
44476,6729070,0,Bot
44488,2261390,0.4505,Human
44496,6918205,0.68,Human
44502,6927115,0.9694,Human
44575,6980825,0.673,Bot
44576,6930706,0.7576,Human
44588,6339098,1.2525,Human
44592,6945655,1.3555,Human
44618,6483263,0.6019,Bot
44626,6972704,1.2854,Human
44644,6545280,0.6365,Human
44663,5788890,1.0404,Human
44683,6549839,0.7251,Human
44710,6973102,0.9428,Human
44739,6608255,0.536,Human
44744,6551606,0.7239,Human
44760,6721055,0.9659,Human
44815,6935504,0,Human
44847,6633990,0,Human
44868,6747346,1.2029,Human
44877,6481161,0.1732,Human
44878,4151958,0.9718,Human
44903,6412139,0.7943,Human
44968,6983015,0,Human
44970,4446662,0.8895,Human
44982,6980285,1.0686,Human
44984,6739398,0.037,Human
45054,2773684,0.6931,Human
45079,6562341,1.2646,Human
45128,6125057,0.5586,Human
45189,6492536,1.0518,Human
45193,6976600,1.0087,Human
45199,6787223,1.2269,Human
45332,6353030,0.7605,Human
45353,6543222,0.9507,Human
45371,3397023,0.8673,Human
45390,6658079,0.9465,Human
45406,6772145,0.6931,Human
45416,6786569,0,Human
45425,6984566,1.1812,Human
45430,6711878,1.0102,Human
45444,6984570,1.3226,Human
45447,6881083,0,Human
45448,6737939,1.4137,Human
45575,6779259,0.9703,Human
45580,6478674,1.4847,Human
45611,6985369,0.8435,Human
45617,6985475,1.2386,Human
45624,6225916,0,Bot
45645,6985186,1.0643,Human
45648,6985279,1.2159,Human
45693,6984705,0.9882,Human
45699,6724396,0.8055,Human
45725,6985709,0.5882,Human
45753,6270824,0.6365,Human
45777,6274131,0.6365,Human
45781,6832318,1.2025,Human
45809,6832318,0.7676,Human
45829,6428106,1.2674,Human
45853,6986427,1.0807,Human
45891,6417677,1.4966,Bot
45901,6722800,0.4869,Human
45908,6286928,1.5023,Human
46080,6902404,1.079,Human
46085,6600439,0.986,Human
46112,6570825,1.2311,Human
46119,6862789,1.1815,Human
46182,6363135,0.9119,Human
46186,6177357,0.9975,Human
46253,6715861,0.4237,Human
46256,6987275,0,Human
46303,4639362,1.0423,Human
46332,6671451,1.206,Bot
46349,6715288,0.6943,Human
46361,6988543,1.2645,Human
46411,6599297,1.0951,Human
46517,6458922,0.3499,Human
46550,6577854,0.77,Human
46552,6910518,0,Human
46557,6910518,0.6365,Human
46560,6698504,1.2109,Human
46582,6495993,0.9596,Human
46589,6173409,1.2184,Human
46598,2839974,1.3572,Human
46635,6175082,0.9349,Human
46657,3945893,1.1767,Human
46702,6659573,0.5694,Human
46764,6680425,1.0941,Human
